IMIĘ_DRUGIE,PŁEĆ,LICZBA_WYSTĄPIEŃ,PRAWDOPODOBIEŃSTWO_WYSTĄPIENIA
AMAKA,KOBIETA,17,1.46061574232745e-06
LUTOSŁAWA,KOBIETA,17,1.46061574232745e-06
AMARA,KOBIETA,17,1.46061574232745e-06
ROMANIA,KOBIETA,17,1.46061574232745e-06
AMA,KOBIETA,17,1.46061574232745e-06
FRIEDERIKE,KOBIETA,17,1.46061574232745e-06
CRISTINE,KOBIETA,17,1.46061574232745e-06
MAXIMA,KOBIETA,17,1.46061574232745e-06
KÜBRA,KOBIETA,17,1.46061574232745e-06
ANNICK,KOBIETA,17,1.46061574232745e-06
RAHEL,KOBIETA,16,1.3746971692493647e-06
KAARINA,KOBIETA,16,1.3746971692493647e-06
ZITA,KOBIETA,16,1.3746971692493647e-06
EDNA,KOBIETA,16,1.3746971692493647e-06
KASYLDA,KOBIETA,16,1.3746971692493647e-06
LYNETTE,KOBIETA,16,1.3746971692493647e-06
TANYARADZWA,KOBIETA,16,1.3746971692493647e-06
ILANA,KOBIETA,16,1.3746971692493647e-06
KATRZYNA,KOBIETA,16,1.3746971692493647e-06
KRYSTYNA MARIA,KOBIETA,16,1.3746971692493647e-06
EMI,KOBIETA,16,1.3746971692493647e-06
MOHAMMAD,KOBIETA,16,1.3746971692493647e-06
ANI,KOBIETA,16,1.3746971692493647e-06
ISOBEL,KOBIETA,16,1.3746971692493647e-06
LOREN,KOBIETA,16,1.3746971692493647e-06
FELICITAS,KOBIETA,16,1.3746971692493647e-06
SOLVEIG,KOBIETA,16,1.3746971692493647e-06
RUMENOVA,KOBIETA,16,1.3746971692493647e-06
CHRISTELLE,KOBIETA,16,1.3746971692493647e-06
SAIDA,KOBIETA,16,1.3746971692493647e-06
LIEN,KOBIETA,16,1.3746971692493647e-06
SOOK,KOBIETA,16,1.3746971692493647e-06
DEE,KOBIETA,16,1.3746971692493647e-06
NNEKA,KOBIETA,16,1.3746971692493647e-06
BEA,KOBIETA,16,1.3746971692493647e-06
JANICE,KOBIETA,16,1.3746971692493647e-06
ZOFIA MARIA,KOBIETA,16,1.3746971692493647e-06
INOCENTA,KOBIETA,16,1.3746971692493647e-06
BRATUMIŁA,KOBIETA,16,1.3746971692493647e-06
ELIA,KOBIETA,16,1.3746971692493647e-06
ANGELINE,KOBIETA,16,1.3746971692493647e-06
VIRGINIE,KOBIETA,16,1.3746971692493647e-06
BOŻYDARA,KOBIETA,16,1.3746971692493647e-06
ELOISE,KOBIETA,16,1.3746971692493647e-06
MENDOZA,KOBIETA,16,1.3746971692493647e-06
VIOLETTE,KOBIETA,16,1.3746971692493647e-06
KAIA,KOBIETA,16,1.3746971692493647e-06
AYOMIDE,KOBIETA,16,1.3746971692493647e-06
FEBRONIA,KOBIETA,16,1.3746971692493647e-06
ŁADYSŁAWA,KOBIETA,16,1.3746971692493647e-06
COCO,KOBIETA,16,1.3746971692493647e-06
DUNG,KOBIETA,16,1.3746971692493647e-06
RUVIMBO,KOBIETA,16,1.3746971692493647e-06
MADLENA,KOBIETA,16,1.3746971692493647e-06
IVANKA,KOBIETA,16,1.3746971692493647e-06
EVELYNE,KOBIETA,16,1.3746971692493647e-06
YASMINA,KOBIETA,16,1.3746971692493647e-06
ODETTE,KOBIETA,16,1.3746971692493647e-06
ALFONSA,KOBIETA,16,1.3746971692493647e-06
TERESE,KOBIETA,16,1.3746971692493647e-06
ROBYN,KOBIETA,16,1.3746971692493647e-06
AIKO,KOBIETA,16,1.3746971692493647e-06
ROSARIA,KOBIETA,16,1.3746971692493647e-06
YORDANOVA,KOBIETA,16,1.3746971692493647e-06
ARIEL,KOBIETA,16,1.3746971692493647e-06
LUH,KOBIETA,16,1.3746971692493647e-06
JUNG,KOBIETA,16,1.3746971692493647e-06
TANYA,KOBIETA,16,1.3746971692493647e-06
GEORGIANA,KOBIETA,16,1.3746971692493647e-06
KAJETANA,KOBIETA,16,1.3746971692493647e-06
NADA,KOBIETA,16,1.3746971692493647e-06
MARIA DANUTA,KOBIETA,16,1.3746971692493647e-06
LOTTE,KOBIETA,16,1.3746971692493647e-06
LIN,KOBIETA,16,1.3746971692493647e-06
MADELAINE,KOBIETA,16,1.3746971692493647e-06
AYSE,KOBIETA,16,1.3746971692493647e-06
MARCELLE,KOBIETA,16,1.3746971692493647e-06
ŚWIETLANA,KOBIETA,16,1.3746971692493647e-06
HILA,KOBIETA,16,1.3746971692493647e-06
LOVE,KOBIETA,15,1.2887785961712793e-06
SANA,KOBIETA,15,1.2887785961712793e-06
GERTA,KOBIETA,15,1.2887785961712793e-06
LOIS,KOBIETA,15,1.2887785961712793e-06
AURÉLIE,KOBIETA,15,1.2887785961712793e-06
FABIA,KOBIETA,15,1.2887785961712793e-06
RANIA,KOBIETA,15,1.2887785961712793e-06
ANTONIETTA,KOBIETA,15,1.2887785961712793e-06
NATACHA,KOBIETA,15,1.2887785961712793e-06
MORGANA,KOBIETA,15,1.2887785961712793e-06
DAMLA,KOBIETA,15,1.2887785961712793e-06
DAROMIŁA,KOBIETA,15,1.2887785961712793e-06
EZGİ,KOBIETA,15,1.2887785961712793e-06
NADIN,KOBIETA,15,1.2887785961712793e-06
ZINAIDA,KOBIETA,15,1.2887785961712793e-06
ASTERIA,KOBIETA,15,1.2887785961712793e-06
LAXMI,KOBIETA,15,1.2887785961712793e-06
SULISŁAWA,KOBIETA,15,1.2887785961712793e-06
KIMBERLEY,KOBIETA,15,1.2887785961712793e-06
LOLITA,KOBIETA,15,1.2887785961712793e-06
FIORELLA,KOBIETA,15,1.2887785961712793e-06
JADWIGA MARIA,KOBIETA,15,1.2887785961712793e-06
VANDA,KOBIETA,15,1.2887785961712793e-06
MARGARYTA,KOBIETA,15,1.2887785961712793e-06
KHADIJA,KOBIETA,15,1.2887785961712793e-06
MELANI,KOBIETA,15,1.2887785961712793e-06
MAEVE,KOBIETA,15,1.2887785961712793e-06
SURESH,KOBIETA,15,1.2887785961712793e-06
HUBERTA,KOBIETA,15,1.2887785961712793e-06
LÚCIA,KOBIETA,15,1.2887785961712793e-06
DEL PILAR,KOBIETA,15,1.2887785961712793e-06
WINIFRED,KOBIETA,15,1.2887785961712793e-06
SEDA,KOBIETA,15,1.2887785961712793e-06
ZAINAB,KOBIETA,15,1.2887785961712793e-06
RANDIA,KOBIETA,15,1.2887785961712793e-06
JÚLIA,KOBIETA,15,1.2887785961712793e-06
VIVIANE,KOBIETA,15,1.2887785961712793e-06
ZELIA,KOBIETA,15,1.2887785961712793e-06
PUTU,KOBIETA,15,1.2887785961712793e-06
ANOUK,KOBIETA,15,1.2887785961712793e-06
ROISIN,KOBIETA,15,1.2887785961712793e-06
TYCJANA,KOBIETA,15,1.2887785961712793e-06
SIBEL,KOBIETA,15,1.2887785961712793e-06
ANNALIZA,KOBIETA,15,1.2887785961712793e-06
JOLIE,KOBIETA,15,1.2887785961712793e-06
EDA,KOBIETA,15,1.2887785961712793e-06
STEFANOVA,KOBIETA,15,1.2887785961712793e-06
ULRIKA,KOBIETA,15,1.2887785961712793e-06
NEOMI,KOBIETA,15,1.2887785961712793e-06
MARTHE,KOBIETA,15,1.2887785961712793e-06
RABIA,KOBIETA,15,1.2887785961712793e-06
AURA,KOBIETA,15,1.2887785961712793e-06
PRINCESSA,KOBIETA,15,1.2887785961712793e-06
AMELA,KOBIETA,15,1.2887785961712793e-06
BÜŞRA,KOBIETA,15,1.2887785961712793e-06
LATIFA,KOBIETA,15,1.2887785961712793e-06
MARISOL,KOBIETA,15,1.2887785961712793e-06
SAVANNAH,KOBIETA,15,1.2887785961712793e-06
WENETA,KOBIETA,15,1.2887785961712793e-06
ILIEVA,KOBIETA,15,1.2887785961712793e-06
TESFAYE,KOBIETA,15,1.2887785961712793e-06
DELPHINE,KOBIETA,15,1.2887785961712793e-06
BORYSŁAWA,KOBIETA,15,1.2887785961712793e-06
FLEUR,KOBIETA,15,1.2887785961712793e-06
YELYZAVETA,KOBIETA,15,1.2887785961712793e-06
TACJANNA,KOBIETA,15,1.2887785961712793e-06
SVETOSLAVOVA,KOBIETA,15,1.2887785961712793e-06
IVONA,KOBIETA,15,1.2887785961712793e-06
SZYMONA,KOBIETA,15,1.2887785961712793e-06
EDELGARD,KOBIETA,15,1.2887785961712793e-06
BOGUSLAWA,KOBIETA,15,1.2887785961712793e-06
WESNA,KOBIETA,15,1.2887785961712793e-06
IVETTE,KOBIETA,15,1.2887785961712793e-06
HAZAL,KOBIETA,15,1.2887785961712793e-06
ROLANDA,KOBIETA,15,1.2887785961712793e-06
TANAKA,KOBIETA,15,1.2887785961712793e-06
WENECJA,KOBIETA,14,1.202860023093194e-06
ANDRIANA,KOBIETA,14,1.202860023093194e-06
AYESHA,KOBIETA,14,1.202860023093194e-06
CLEO,KOBIETA,14,1.202860023093194e-06
MITKOVA,KOBIETA,14,1.202860023093194e-06
ORESTA,KOBIETA,14,1.202860023093194e-06
ZELDA,KOBIETA,14,1.202860023093194e-06
CONCETTA,KOBIETA,14,1.202860023093194e-06
NURIA,KOBIETA,14,1.202860023093194e-06
MARII,KOBIETA,14,1.202860023093194e-06
NADIIA,KOBIETA,14,1.202860023093194e-06
ANABELLE,KOBIETA,14,1.202860023093194e-06
CHAJA,KOBIETA,14,1.202860023093194e-06
ALIYAH,KOBIETA,14,1.202860023093194e-06
IONA,KOBIETA,14,1.202860023093194e-06
CZESLAWA,KOBIETA,14,1.202860023093194e-06
CHIDERA,KOBIETA,14,1.202860023093194e-06
JIMENA,KOBIETA,14,1.202860023093194e-06
ANALIA,KOBIETA,14,1.202860023093194e-06
DÉBORA,KOBIETA,14,1.202860023093194e-06
AKTER,KOBIETA,14,1.202860023093194e-06
BEATRYCZA,KOBIETA,14,1.202860023093194e-06
BERENICE,KOBIETA,14,1.202860023093194e-06
TESS,KOBIETA,14,1.202860023093194e-06
WENUS,KOBIETA,14,1.202860023093194e-06
GABRYIELA,KOBIETA,14,1.202860023093194e-06
JAROMIRA,KOBIETA,14,1.202860023093194e-06
KADEK,KOBIETA,14,1.202860023093194e-06
TALITA,KOBIETA,14,1.202860023093194e-06
DORIANA,KOBIETA,14,1.202860023093194e-06
SANDY,KOBIETA,14,1.202860023093194e-06
MILLENIA,KOBIETA,14,1.202860023093194e-06
CANSU,KOBIETA,14,1.202860023093194e-06
SUNIL,KOBIETA,14,1.202860023093194e-06
FERNANDEZ,KOBIETA,14,1.202860023093194e-06
LESZKA,KOBIETA,14,1.202860023093194e-06
MANOJ,KOBIETA,14,1.202860023093194e-06
DIMITRA,KOBIETA,14,1.202860023093194e-06
MELA,KOBIETA,14,1.202860023093194e-06
YULIANA,KOBIETA,14,1.202860023093194e-06
NORMA,KOBIETA,14,1.202860023093194e-06
LILLIANA,KOBIETA,14,1.202860023093194e-06
AYELEN,KOBIETA,14,1.202860023093194e-06
TOMASZA,KOBIETA,14,1.202860023093194e-06
VANINA,KOBIETA,14,1.202860023093194e-06
MARICA,KOBIETA,14,1.202860023093194e-06
YAĞMUR,KOBIETA,14,1.202860023093194e-06
GIRMA,KOBIETA,14,1.202860023093194e-06
ALLEGRA,KOBIETA,14,1.202860023093194e-06
KIRAN,KOBIETA,14,1.202860023093194e-06
ZONIA,KOBIETA,14,1.202860023093194e-06
JUDIT,KOBIETA,14,1.202860023093194e-06
XIMENA,KOBIETA,14,1.202860023093194e-06
ASHISH,KOBIETA,14,1.202860023093194e-06
CARLOTA,KOBIETA,14,1.202860023093194e-06
NICHOLE,KOBIETA,14,1.202860023093194e-06
CRYSTAL,KOBIETA,14,1.202860023093194e-06
FRANCZESKA,KOBIETA,14,1.202860023093194e-06
ASENATA,KOBIETA,14,1.202860023093194e-06
CHIEDZA,KOBIETA,14,1.202860023093194e-06
IREM,KOBIETA,14,1.202860023093194e-06
DOMICELLA,KOBIETA,14,1.202860023093194e-06
HYUN,KOBIETA,14,1.202860023093194e-06
AMAL,KOBIETA,14,1.202860023093194e-06
QUỲNH,KOBIETA,14,1.202860023093194e-06
DESPINA,KOBIETA,14,1.202860023093194e-06
ŻANET,KOBIETA,14,1.202860023093194e-06
ABRIL,KOBIETA,14,1.202860023093194e-06
ADAOBI,KOBIETA,14,1.202860023093194e-06
ANDRZEJKA,KOBIETA,14,1.202860023093194e-06
RANA,KOBIETA,14,1.202860023093194e-06
PHƯƠNG,KOBIETA,14,1.202860023093194e-06
AYLEN,KOBIETA,14,1.202860023093194e-06
OANH,KOBIETA,14,1.202860023093194e-06
ATIENO,KOBIETA,14,1.202860023093194e-06
DERYA,KOBIETA,14,1.202860023093194e-06
OGECHI,KOBIETA,14,1.202860023093194e-06
KAYE,KOBIETA,14,1.202860023093194e-06
ANDRÉE,KOBIETA,14,1.202860023093194e-06
POLONIA,KOBIETA,14,1.202860023093194e-06
MIN,KOBIETA,14,1.202860023093194e-06
BUSE,KOBIETA,14,1.202860023093194e-06
IMGARDA,KOBIETA,13,1.1169414500151088e-06
MALVINA,KOBIETA,13,1.1169414500151088e-06
MILLIE,KOBIETA,13,1.1169414500151088e-06
KATARIINA,KOBIETA,13,1.1169414500151088e-06
MAIJA,KOBIETA,13,1.1169414500151088e-06
ADRIENNE,KOBIETA,13,1.1169414500151088e-06
JESUS,KOBIETA,13,1.1169414500151088e-06
LIZ,KOBIETA,13,1.1169414500151088e-06
LUCYLIA,KOBIETA,13,1.1169414500151088e-06
MALAIKA,KOBIETA,13,1.1169414500151088e-06
HANNELE,KOBIETA,13,1.1169414500151088e-06
CHARLIE,KOBIETA,13,1.1169414500151088e-06
SHIRA,KOBIETA,13,1.1169414500151088e-06
KATHRINE,KOBIETA,13,1.1169414500151088e-06
KONSTANTINA,KOBIETA,13,1.1169414500151088e-06
MARCINA,KOBIETA,13,1.1169414500151088e-06
YANA,KOBIETA,13,1.1169414500151088e-06
TALIA,KOBIETA,13,1.1169414500151088e-06
BERNICE,KOBIETA,13,1.1169414500151088e-06
DANIEL,KOBIETA,13,1.1169414500151088e-06
SULTANA,KOBIETA,13,1.1169414500151088e-06
GALIA,KOBIETA,13,1.1169414500151088e-06
KUDZAI,KOBIETA,13,1.1169414500151088e-06
JANINA MARIA,KOBIETA,13,1.1169414500151088e-06
ULRYKA,KOBIETA,13,1.1169414500151088e-06
ZOEY,KOBIETA,13,1.1169414500151088e-06
İREM,KOBIETA,13,1.1169414500151088e-06
FAVOUR,KOBIETA,13,1.1169414500151088e-06
GEORGETTE,KOBIETA,13,1.1169414500151088e-06
GIUSEPPINA,KOBIETA,13,1.1169414500151088e-06
NOELA,KOBIETA,13,1.1169414500151088e-06
GIZEM,KOBIETA,13,1.1169414500151088e-06
ESTRELLA,KOBIETA,13,1.1169414500151088e-06
GAMZE,KOBIETA,13,1.1169414500151088e-06
BOŻENTYNA,KOBIETA,13,1.1169414500151088e-06
SOLOMIIA,KOBIETA,13,1.1169414500151088e-06
KASJA,KOBIETA,13,1.1169414500151088e-06
LY,KOBIETA,13,1.1169414500151088e-06
RAVINDRA,KOBIETA,13,1.1169414500151088e-06
GOSŁAWA,KOBIETA,13,1.1169414500151088e-06
MIMI,KOBIETA,13,1.1169414500151088e-06
AMEL,KOBIETA,13,1.1169414500151088e-06
GERMAINE,KOBIETA,13,1.1169414500151088e-06
MARILYN,KOBIETA,13,1.1169414500151088e-06
WIARA,KOBIETA,13,1.1169414500151088e-06
GILDA,KOBIETA,13,1.1169414500151088e-06
KALIKSTA,KOBIETA,13,1.1169414500151088e-06
PATIENCE,KOBIETA,13,1.1169414500151088e-06
NATHALIA,KOBIETA,13,1.1169414500151088e-06
MURIEL,KOBIETA,13,1.1169414500151088e-06
JOHANNE,KOBIETA,13,1.1169414500151088e-06
ELFRIDA,KOBIETA,13,1.1169414500151088e-06
ALEYNA,KOBIETA,13,1.1169414500151088e-06
PAZ,KOBIETA,13,1.1169414500151088e-06
MARHARYTA,KOBIETA,13,1.1169414500151088e-06
YEN,KOBIETA,13,1.1169414500151088e-06
BLANCHE,KOBIETA,13,1.1169414500151088e-06
WAMBUI,KOBIETA,13,1.1169414500151088e-06
HATICE,KOBIETA,13,1.1169414500151088e-06
SONYA,KOBIETA,13,1.1169414500151088e-06
VIJAY,KOBIETA,13,1.1169414500151088e-06
CONSTANZE,KOBIETA,13,1.1169414500151088e-06
KARMENA,KOBIETA,13,1.1169414500151088e-06
FLORINA,KOBIETA,13,1.1169414500151088e-06
MARLEEN,KOBIETA,13,1.1169414500151088e-06
MARGA,KOBIETA,13,1.1169414500151088e-06
CHIDO,KOBIETA,13,1.1169414500151088e-06
JACKIE,KOBIETA,13,1.1169414500151088e-06
JAEL,KOBIETA,13,1.1169414500151088e-06
KLEMENSA,KOBIETA,13,1.1169414500151088e-06
ARABELLA,KOBIETA,13,1.1169414500151088e-06
BANU,KOBIETA,13,1.1169414500151088e-06
ASTRIDA,KOBIETA,13,1.1169414500151088e-06
MARIA LUDWIKA,KOBIETA,13,1.1169414500151088e-06
PINAR,KOBIETA,13,1.1169414500151088e-06
ANABELA,KOBIETA,13,1.1169414500151088e-06
DAKOTA,KOBIETA,13,1.1169414500151088e-06
TRAUTA,KOBIETA,13,1.1169414500151088e-06
KAROLIINA,KOBIETA,13,1.1169414500151088e-06
DEEPAK,KOBIETA,13,1.1169414500151088e-06
MARIA MAŁGORZATA,KOBIETA,13,1.1169414500151088e-06
CECILIE,KOBIETA,13,1.1169414500151088e-06
KOLETTA,KOBIETA,13,1.1169414500151088e-06
ZSÓFIA,KOBIETA,13,1.1169414500151088e-06
MAGALÍ,KOBIETA,13,1.1169414500151088e-06
MATEA,KOBIETA,13,1.1169414500151088e-06
DANAI,KOBIETA,13,1.1169414500151088e-06
HALIMA,KOBIETA,13,1.1169414500151088e-06
KEIRA,KOBIETA,13,1.1169414500151088e-06
ZENAIDA,KOBIETA,13,1.1169414500151088e-06
ESMA,KOBIETA,13,1.1169414500151088e-06
KRZESISŁAWA,KOBIETA,13,1.1169414500151088e-06
NOËLLE,KOBIETA,13,1.1169414500151088e-06
MASZA,KOBIETA,13,1.1169414500151088e-06
FELICYTAS,KOBIETA,13,1.1169414500151088e-06
KARINE,KOBIETA,13,1.1169414500151088e-06
YANETH,KOBIETA,13,1.1169414500151088e-06
NISA,KOBIETA,12,1.0310228769370236e-06
JAMES,KOBIETA,12,1.0310228769370236e-06
MELIS,KOBIETA,12,1.0310228769370236e-06
SHOSHANA,KOBIETA,12,1.0310228769370236e-06
KRYSIA,KOBIETA,12,1.0310228769370236e-06
CONCEPCION,KOBIETA,12,1.0310228769370236e-06
FRANCESKA,KOBIETA,12,1.0310228769370236e-06
DESTINY,KOBIETA,12,1.0310228769370236e-06
KRISHNA,KOBIETA,12,1.0310228769370236e-06
PATRÍCIA,KOBIETA,12,1.0310228769370236e-06
AGA,KOBIETA,12,1.0310228769370236e-06
JOELLE,KOBIETA,12,1.0310228769370236e-06
KAMAL,KOBIETA,12,1.0310228769370236e-06
AKUA,KOBIETA,12,1.0310228769370236e-06
HUI,KOBIETA,12,1.0310228769370236e-06
IZASŁAWA,KOBIETA,12,1.0310228769370236e-06
EUGIENIA,KOBIETA,12,1.0310228769370236e-06
EUDOKSJA,KOBIETA,12,1.0310228769370236e-06
FRANCISCO,KOBIETA,12,1.0310228769370236e-06
ROSEMARIA,KOBIETA,12,1.0310228769370236e-06
HUSSAIN,KOBIETA,12,1.0310228769370236e-06
SIMON,KOBIETA,12,1.0310228769370236e-06
AFRA,KOBIETA,12,1.0310228769370236e-06
TANJA,KOBIETA,12,1.0310228769370236e-06
WIKTORA,KOBIETA,12,1.0310228769370236e-06
CLARISSA,KOBIETA,12,1.0310228769370236e-06
SORIANO,KOBIETA,12,1.0310228769370236e-06
ZOË,KOBIETA,12,1.0310228769370236e-06
ARIANE,KOBIETA,12,1.0310228769370236e-06
EURELIA,KOBIETA,12,1.0310228769370236e-06
LIESELOTTE,KOBIETA,12,1.0310228769370236e-06
CATHY,KOBIETA,12,1.0310228769370236e-06
RENIA,KOBIETA,12,1.0310228769370236e-06
CAITLIN,KOBIETA,12,1.0310228769370236e-06
ODILE,KOBIETA,12,1.0310228769370236e-06
LILJANA,KOBIETA,12,1.0310228769370236e-06
SINÉAD,KOBIETA,12,1.0310228769370236e-06
ODA,KOBIETA,12,1.0310228769370236e-06
KALA,KOBIETA,12,1.0310228769370236e-06
MARGRET,KOBIETA,12,1.0310228769370236e-06
MALIN,KOBIETA,12,1.0310228769370236e-06
LIDWINA,KOBIETA,12,1.0310228769370236e-06
BURCU,KOBIETA,12,1.0310228769370236e-06
VASILEVA,KOBIETA,12,1.0310228769370236e-06
YOLANDE,KOBIETA,12,1.0310228769370236e-06
MARIA ALEKSANDRA,KOBIETA,12,1.0310228769370236e-06
PANASHE,KOBIETA,12,1.0310228769370236e-06
DENİZ,KOBIETA,12,1.0310228769370236e-06
ARINA,KOBIETA,12,1.0310228769370236e-06
CASTILLO,KOBIETA,12,1.0310228769370236e-06
ASHOK,KOBIETA,12,1.0310228769370236e-06
ERMINA,KOBIETA,12,1.0310228769370236e-06
THẢO,KOBIETA,12,1.0310228769370236e-06
TEMITOPE,KOBIETA,12,1.0310228769370236e-06
AHMAD,KOBIETA,12,1.0310228769370236e-06
HANNELORA,KOBIETA,12,1.0310228769370236e-06
NAWOJA,KOBIETA,12,1.0310228769370236e-06
EDEN,KOBIETA,12,1.0310228769370236e-06
REYES,KOBIETA,12,1.0310228769370236e-06
VALÉRIE,KOBIETA,12,1.0310228769370236e-06
JILL,KOBIETA,12,1.0310228769370236e-06
IRENA MARIA,KOBIETA,12,1.0310228769370236e-06
MARJA,KOBIETA,12,1.0310228769370236e-06
TIMEA,KOBIETA,12,1.0310228769370236e-06
CZESŁAWA KAZIMIERA,KOBIETA,12,1.0310228769370236e-06
MIJAL,KOBIETA,12,1.0310228769370236e-06
DENISSE,KOBIETA,12,1.0310228769370236e-06
SIDONIA,KOBIETA,12,1.0310228769370236e-06
KHAN,KOBIETA,12,1.0310228769370236e-06
BREGIDA,KOBIETA,12,1.0310228769370236e-06
LINDSAY,KOBIETA,12,1.0310228769370236e-06
STEPHANIA,KOBIETA,12,1.0310228769370236e-06
CHAVA,KOBIETA,12,1.0310228769370236e-06
FLOR,KOBIETA,12,1.0310228769370236e-06
ALEMAYEHU,KOBIETA,12,1.0310228769370236e-06
AJSZA,KOBIETA,12,1.0310228769370236e-06
ARWEN,KOBIETA,12,1.0310228769370236e-06
RUDOLFINA,KOBIETA,12,1.0310228769370236e-06
AVRIL,KOBIETA,12,1.0310228769370236e-06
RITTA,KOBIETA,12,1.0310228769370236e-06
CARMEL,KOBIETA,12,1.0310228769370236e-06
OJCUMIŁA,KOBIETA,12,1.0310228769370236e-06
FATOU,KOBIETA,12,1.0310228769370236e-06
ÖZLEM,KOBIETA,12,1.0310228769370236e-06
ANNE MARIE,KOBIETA,12,1.0310228769370236e-06
MIRYAM,KOBIETA,12,1.0310228769370236e-06
OLIVE,KOBIETA,12,1.0310228769370236e-06
HAYLEY,KOBIETA,12,1.0310228769370236e-06
VITA,KOBIETA,12,1.0310228769370236e-06
CATHRINE,KOBIETA,12,1.0310228769370236e-06
BEGÜM,KOBIETA,12,1.0310228769370236e-06
KHALED,KOBIETA,12,1.0310228769370236e-06
MIRKA,KOBIETA,12,1.0310228769370236e-06
JOANN,KOBIETA,12,1.0310228769370236e-06
ALISHA,KOBIETA,12,1.0310228769370236e-06
NANA,KOBIETA,12,1.0310228769370236e-06
MŚCISŁAWA,KOBIETA,12,1.0310228769370236e-06
MICHAEL,KOBIETA,12,1.0310228769370236e-06
CHINENYE,KOBIETA,12,1.0310228769370236e-06
BAZYLIA,KOBIETA,12,1.0310228769370236e-06
GIANNA,KOBIETA,12,1.0310228769370236e-06
FRANCE,KOBIETA,12,1.0310228769370236e-06
MIROSŁAWA KAZIMIERA,KOBIETA,12,1.0310228769370236e-06
AZRA,KOBIETA,12,1.0310228769370236e-06
IFEOLUWA,KOBIETA,12,1.0310228769370236e-06
ARIELLE,KOBIETA,12,1.0310228769370236e-06
ORNELLA,KOBIETA,12,1.0310228769370236e-06
MARIA GRAŻYNA,KOBIETA,12,1.0310228769370236e-06
ELİF,KOBIETA,12,1.0310228769370236e-06
MARIA KAZIMIERA,KOBIETA,12,1.0310228769370236e-06
NAIMA,KOBIETA,12,1.0310228769370236e-06
ARNOLDA,KOBIETA,12,1.0310228769370236e-06
ORIONA,KOBIETA,12,1.0310228769370236e-06
RONJA,KOBIETA,12,1.0310228769370236e-06
MOIRA,KOBIETA,12,1.0310228769370236e-06
PRISCA,KOBIETA,12,1.0310228769370236e-06
LUCIENNE,KOBIETA,12,1.0310228769370236e-06
INNA,KOBIETA,12,1.0310228769370236e-06
MACARENA,KOBIETA,11,9.451043038589382e-07
VARVARA,KOBIETA,11,9.451043038589382e-07
KOMANG,KOBIETA,11,9.451043038589382e-07
AZIZA,KOBIETA,11,9.451043038589382e-07
ELLE,KOBIETA,11,9.451043038589382e-07
IARA,KOBIETA,11,9.451043038589382e-07
BENIAMINA,KOBIETA,11,9.451043038589382e-07
YOLANTA,KOBIETA,11,9.451043038589382e-07
LOVISA,KOBIETA,11,9.451043038589382e-07
GENIA,KOBIETA,11,9.451043038589382e-07
EWITA,KOBIETA,11,9.451043038589382e-07
ILEANA,KOBIETA,11,9.451043038589382e-07
ASYA,KOBIETA,11,9.451043038589382e-07
IRYS,KOBIETA,11,9.451043038589382e-07
ARETTA,KOBIETA,11,9.451043038589382e-07
GAYA,KOBIETA,11,9.451043038589382e-07
RENISŁAWA,KOBIETA,11,9.451043038589382e-07
ELLY,KOBIETA,11,9.451043038589382e-07
HƯƠNG,KOBIETA,11,9.451043038589382e-07
WALLY,KOBIETA,11,9.451043038589382e-07
ASTA,KOBIETA,11,9.451043038589382e-07
GAYLE,KOBIETA,11,9.451043038589382e-07
KIRSTEN,KOBIETA,11,9.451043038589382e-07
GETACHEW,KOBIETA,11,9.451043038589382e-07
ALONA,KOBIETA,11,9.451043038589382e-07
YAREN,KOBIETA,11,9.451043038589382e-07
BONNIE,KOBIETA,11,9.451043038589382e-07
TAMIRA,KOBIETA,11,9.451043038589382e-07
TONI,KOBIETA,11,9.451043038589382e-07
EUDOKIA,KOBIETA,11,9.451043038589382e-07
MADGALENA,KOBIETA,11,9.451043038589382e-07
BOGUSIA,KOBIETA,11,9.451043038589382e-07
DUONG,KOBIETA,11,9.451043038589382e-07
OK,KOBIETA,11,9.451043038589382e-07
HAYDEE,KOBIETA,11,9.451043038589382e-07
ANDREIA,KOBIETA,11,9.451043038589382e-07
SHANTI,KOBIETA,11,9.451043038589382e-07
DEWI,KOBIETA,11,9.451043038589382e-07
KAMELA,KOBIETA,11,9.451043038589382e-07
ANNA BARBARA,KOBIETA,11,9.451043038589382e-07
BARABRA,KOBIETA,11,9.451043038589382e-07
JORDAN,KOBIETA,11,9.451043038589382e-07
ANGELES,KOBIETA,11,9.451043038589382e-07
BÄRBEL,KOBIETA,11,9.451043038589382e-07
KORDELIA,KOBIETA,11,9.451043038589382e-07
ÁGNES,KOBIETA,11,9.451043038589382e-07
MADE,KOBIETA,11,9.451043038589382e-07
YONA,KOBIETA,11,9.451043038589382e-07
EVIE,KOBIETA,11,9.451043038589382e-07
JAZMÍN,KOBIETA,11,9.451043038589382e-07
MARJATTA,KOBIETA,11,9.451043038589382e-07
ROŚCISŁAWA,KOBIETA,11,9.451043038589382e-07
WIOSNA,KOBIETA,11,9.451043038589382e-07
HEROMINA,KOBIETA,11,9.451043038589382e-07
DİLARA,KOBIETA,11,9.451043038589382e-07
ROCHELLE,KOBIETA,11,9.451043038589382e-07
MARIBEL,KOBIETA,11,9.451043038589382e-07
QUYNH,KOBIETA,11,9.451043038589382e-07
